expanded_index,source_eps_index,equilibrium_index,equilibrium_label,pulse,t_s
218,36,0,p11419_20to160ms,11419,0.08002861589193344
219,36,0,p11419_20to160ms,11419,0.10286123305559158
220,36,0,p11419_20to160ms,11419,0.12732474505901337
221,36,0,p11419_20to160ms,11419,0.1583118736743927
222,37,0,p11419_20to160ms,11419,0.020228898152709007
223,37,0,p11419_20to160ms,11419,0.050672389566898346
224,37,0,p11419_20to160ms,11419,0.08002861589193344
225,37,0,p11419_20to160ms,11419,0.10286123305559158
226,37,0,p11419_20to160ms,11419,0.12732474505901337
227,37,0,p11419_20to160ms,11419,0.1583118736743927
228,38,0,p11419_20to160ms,11419,0.020228898152709007
229,38,0,p11419_20to160ms,11419,0.050672389566898346
230,38,0,p11419_20to160ms,11419,0.08002861589193344
231,38,0,p11419_20to160ms,11419,0.10286123305559158
232,38,0,p11419_20to160ms,11419,0.12732474505901337
233,38,0,p11419_20to160ms,11419,0.1583118736743927
234,39,0,p11419_20to160ms,11419,0.020228898152709007
235,39,0,p11419_20to160ms,11419,0.050672389566898346
236,39,0,p11419_20to160ms,11419,0.08002861589193344
237,39,0,p11419_20to160ms,11419,0.10286123305559158
238,39,0,p11419_20to160ms,11419,0.12732474505901337
239,39,0,p11419_20to160ms,11419,0.1583118736743927
240,40,0,p11419_20to160ms,11419,0.020228898152709007
241,40,0,p11419_20to160ms,11419,0.050672389566898346
242,40,0,p11419_20to160ms,11419,0.08002861589193344
243,40,0,p11419_20to160ms,11419,0.10286123305559158
244,40,0,p11419_20to160ms,11419,0.12732474505901337
245,40,0,p11419_20to160ms,11419,0.1583118736743927
246,41,0,p11419_20to160ms,11419,0.020228898152709007
247,41,0,p11419_20to160ms,11419,0.050672389566898346
248,41,0,p11419_20to160ms,11419,0.08002861589193344
249,41,0,p11419_20to160ms,11419,0.10286123305559158
250,41,0,p11419_20to160ms,11419,0.12732474505901337
251,41,0,p11419_20to160ms,11419,0.1583118736743927
252,42,0,p11419_20to160ms,11419,0.020228898152709007
253,42,0,p11419_20to160ms,11419,0.050672389566898346
254,42,0,p11419_20to160ms,11419,0.08002861589193344
255,42,0,p11419_20to160ms,11419,0.10286123305559158
256,42,0,p11419_20to160ms,11419,0.12732474505901337
257,42,0,p11419_20to160ms,11419,0.1583118736743927
258,43,0,p11419_20to160ms,11419,0.020228898152709007
259,43,0,p11419_20to160ms,11419,0.050672389566898346
260,43,0,p11419_20to160ms,11419,0.08002861589193344
261,43,0,p11419_20to160ms,11419,0.10286123305559158
262,43,0,p11419_20to160ms,11419,0.12732474505901337
263,43,0,p11419_20to160ms,11419,0.1583118736743927
264,44,0,p11419_20to160ms,11419,0.020228898152709007
265,44,0,p11419_20to160ms,11419,0.050672389566898346
266,44,0,p11419_20to160ms,11419,0.08002861589193344
267,44,0,p11419_20to160ms,11419,0.10286123305559158
268,44,0,p11419_20to160ms,11419,0.12732474505901337
269,44,0,p11419_20to160ms,11419,0.1583118736743927
270,45,0,p11419_20to160ms,11419,0.020228898152709007
271,45,0,p11419_20to160ms,11419,0.050672389566898346
272,45,0,p11419_20to160ms,11419,0.08002861589193344
273,45,0,p11419_20to160ms,11419,0.10286123305559158
274,45,0,p11419_20to160ms,11419,0.12732474505901337
275,45,0,p11419_20to160ms,11419,0.1583118736743927
276,46,0,p11419_20to160ms,11419,0.020228898152709007
277,46,0,p11419_20to160ms,11419,0.050672389566898346
278,46,0,p11419_20to160ms,11419,0.08002861589193344
279,46,0,p11419_20to160ms,11419,0.10286123305559158
280,46,0,p11419_20to160ms,11419,0.12732474505901337
281,46,0,p11419_20to160ms,11419,0.1583118736743927
282,47,0,p11419_20to160ms,11419,0.020228898152709007
283,47,0,p11419_20to160ms,11419,0.050672389566898346
284,47,0,p11419_20to160ms,11419,0.08002861589193344
285,47,0,p11419_20to160ms,11419,0.10286123305559158
286,47,0,p11419_20to160ms,11419,0.12732474505901337
287,47,0,p11419_20to160ms,11419,0.1583118736743927
288,48,0,p11419_20to160ms,11419,0.020228898152709007
289,48,0,p11419_20to160ms,11419,0.050672389566898346
290,48,0,p11419_20to160ms,11419,0.08002861589193344
291,48,0,p11419_20to160ms,11419,0.10286123305559158
292,48,0,p11419_20to160ms,11419,0.12732474505901337
293,48,0,p11419_20to160ms,11419,0.1583118736743927
294,49,0,p11419_20to160ms,11419,0.020228898152709007
295,49,0,p11419_20to160ms,11419,0.050672389566898346
296,49,0,p11419_20to160ms,11419,0.08002861589193344
297,49,0,p11419_20to160ms,11419,0.10286123305559158
298,49,0,p11419_20to160ms,11419,0.12732474505901337
299,49,0,p11419_20to160ms,11419,0.1583118736743927
300,50,0,p11419_20to160ms,11419,0.020228898152709007
301,50,0,p11419_20to160ms,11419,0.050672389566898346
302,50,0,p11419_20to160ms,11419,0.08002861589193344
303,50,0,p11419_20to160ms,11419,0.10286123305559158
304,50,0,p11419_20to160ms,11419,0.12732474505901337
305,50,0,p11419_20to160ms,11419,0.1583118736743927
306,51,0,p11419_20to160ms,11419,0.020228898152709007
307,51,0,p11419_20to160ms,11419,0.050672389566898346
308,51,0,p11419_20to160ms,11419,0.08002861589193344
309,51,0,p11419_20to160ms,11419,0.10286123305559158
310,51,0,p11419_20to160ms,11419,0.12732474505901337
311,51,0,p11419_20to160ms,11419,0.1583118736743927
312,52,0,p11419_20to160ms,11419,0.020228898152709007
313,52,0,p11419_20to160ms,11419,0.050672389566898346
314,52,0,p11419_20to160ms,11419,0.08002861589193344
315,52,0,p11419_20to160ms,11419,0.10286123305559158
316,52,0,p11419_20to160ms,11419,0.12732474505901337
317,52,0,p11419_20to160ms,11419,0.1583118736743927
318,53,0,p11419_20to160ms,11419,0.020228898152709007
319,53,0,p11419_20to160ms,11419,0.050672389566898346
320,53,0,p11419_20to160ms,11419,0.08002861589193344
321,53,0,p11419_20to160ms,11419,0.10286123305559158
322,53,0,p11419_20to160ms,11419,0.12732474505901337
323,53,0,p11419_20to160ms,11419,0.1583118736743927
324,54,0,p11419_20to160ms,11419,0.020228898152709007
325,54,0,p11419_20to160ms,11419,0.050672389566898346
326,54,0,p11419_20to160ms,11419,0.08002861589193344
327,54,0,p11419_20to160ms,11419,0.10286123305559158
328,54,0,p11419_20to160ms,11419,0.12732474505901337
329,54,0,p11419_20to160ms,11419,0.1583118736743927
330,55,0,p11419_20to160ms,11419,0.020228898152709007
331,55,0,p11419_20to160ms,11419,0.050672389566898346
332,55,0,p11419_20to160ms,11419,0.08002861589193344
333,55,0,p11419_20to160ms,11419,0.10286123305559158
334,55,0,p11419_20to160ms,11419,0.12732474505901337
335,55,0,p11419_20to160ms,11419,0.1583118736743927
336,56,0,p11419_20to160ms,11419,0.020228898152709007
337,56,0,p11419_20to160ms,11419,0.050672389566898346
338,56,0,p11419_20to160ms,11419,0.08002861589193344
339,56,0,p11419_20to160ms,11419,0.10286123305559158
340,56,0,p11419_20to160ms,11419,0.12732474505901337
341,56,0,p11419_20to160ms,11419,0.1583118736743927
342,57,0,p11419_20to160ms,11419,0.020228898152709007
343,57,0,p11419_20to160ms,11419,0.050672389566898346
344,57,0,p11419_20to160ms,11419,0.08002861589193344
345,57,0,p11419_20to160ms,11419,0.10286123305559158
346,57,0,p11419_20to160ms,11419,0.12732474505901337
347,57,0,p11419_20to160ms,11419,0.1583118736743927
348,58,0,p11419_20to160ms,11419,0.020228898152709007
349,58,0,p11419_20to160ms,11419,0.050672389566898346
350,58,0,p11419_20to160ms,11419,0.08002861589193344
351,58,0,p11419_20to160ms,11419,0.10286123305559158
352,58,0,p11419_20to160ms,11419,0.12732474505901337
353,58,0,p11419_20to160ms,11419,0.1583118736743927
354,59,0,p11419_20to160ms,11419,0.020228898152709007
355,59,0,p11419_20to160ms,11419,0.050672389566898346
356,59,0,p11419_20to160ms,11419,0.08002861589193344
357,59,0,p11419_20to160ms,11419,0.10286123305559158
358,59,0,p11419_20to160ms,11419,0.12732474505901337
359,59,0,p11419_20to160ms,11419,0.1583118736743927
360,60,0,p11419_20to160ms,11419,0.020228898152709007
361,60,0,p11419_20to160ms,11419,0.050672389566898346
362,60,0,p11419_20to160ms,11419,0.08002861589193344
363,60,0,p11419_20to160ms,11419,0.10286123305559158
364,60,0,p11419_20to160ms,11419,0.12732474505901337
365,60,0,p11419_20to160ms,11419,0.1583118736743927
366,61,0,p11419_20to160ms,11419,0.020228898152709007
367,61,0,p11419_20to160ms,11419,0.050672389566898346
368,61,0,p11419_20to160ms,11419,0.08002861589193344
369,61,0,p11419_20to160ms,11419,0.10286123305559158
370,61,0,p11419_20to160ms,11419,0.12732474505901337
371,61,0,p11419_20to160ms,11419,0.1583118736743927
372,62,0,p11419_20to160ms,11419,0.020228898152709007
373,62,0,p11419_20to160ms,11419,0.050672389566898346
374,62,0,p11419_20to160ms,11419,0.08002861589193344
375,62,0,p11419_20to160ms,11419,0.10286123305559158
376,62,0,p11419_20to160ms,11419,0.12732474505901337
377,62,0,p11419_20to160ms,11419,0.1583118736743927
378,63,0,p11419_20to160ms,11419,0.020228898152709007
379,63,0,p11419_20to160ms,11419,0.050672389566898346
380,63,0,p11419_20to160ms,11419,0.08002861589193344
381,63,0,p11419_20to160ms,11419,0.10286123305559158
382,63,0,p11419_20to160ms,11419,0.12732474505901337
383,63,0,p11419_20to160ms,11419,0.1583118736743927
384,64,0,p11419_20to160ms,11419,0.020228898152709007
385,64,0,p11419_20to160ms,11419,0.050672389566898346
386,64,0,p11419_20to160ms,11419,0.08002861589193344
387,64,0,p11419_20to160ms,11419,0.10286123305559158
388,64,0,p11419_20to160ms,11419,0.12732474505901337
389,64,0,p11419_20to160ms,11419,0.1583118736743927
390,65,0,p11419_20to160ms,11419,0.020228898152709007
391,65,0,p11419_20to160ms,11419,0.050672389566898346
392,65,0,p11419_20to160ms,11419,0.08002861589193344
393,65,0,p11419_20to160ms,11419,0.10286123305559158
394,65,0,p11419_20to160ms,11419,0.12732474505901337
395,65,0,p11419_20to160ms,11419,0.1583118736743927
396,66,0,p11419_20to160ms,11419,0.020228898152709007
397,66,0,p11419_20to160ms,11419,0.050672389566898346
398,66,0,p11419_20to160ms,11419,0.08002861589193344
399,66,0,p11419_20to160ms,11419,0.10286123305559158
400,66,0,p11419_20to160ms,11419,0.12732474505901337
401,66,0,p11419_20to160ms,11419,0.1583118736743927
402,67,0,p11419_20to160ms,11419,0.020228898152709007
403,67,0,p11419_20to160ms,11419,0.050672389566898346
404,67,0,p11419_20to160ms,11419,0.08002861589193344
405,67,0,p11419_20to160ms,11419,0.10286123305559158
406,67,0,p11419_20to160ms,11419,0.12732474505901337
407,67,0,p11419_20to160ms,11419,0.1583118736743927
408,68,0,p11419_20to160ms,11419,0.020228898152709007
409,68,0,p11419_20to160ms,11419,0.050672389566898346
410,68,0,p11419_20to160ms,11419,0.08002861589193344
411,68,0,p11419_20to160ms,11419,0.10286123305559158
412,68,0,p11419_20to160ms,11419,0.12732474505901337
413,68,0,p11419_20to160ms,11419,0.1583118736743927
414,69,0,p11419_20to160ms,11419,0.020228898152709007
415,69,0,p11419_20to160ms,11419,0.050672389566898346
416,69,0,p11419_20to160ms,11419,0.08002861589193344
417,69,0,p11419_20to160ms,11419,0.10286123305559158
418,69,0,p11419_20to160ms,11419,0.12732474505901337
419,69,0,p11419_20to160ms,11419,0.1583118736743927
420,70,0,p11419_20to160ms,11419,0.020228898152709007
421,70,0,p11419_20to160ms,11419,0.050672389566898346
422,70,0,p11419_20to160ms,11419,0.08002861589193344
423,70,0,p11419_20to160ms,11419,0.10286123305559158
424,70,0,p11419_20to160ms,11419,0.12732474505901337
425,70,0,p11419_20to160ms,11419,0.1583118736743927
426,71,0,p11419_20to160ms,11419,0.020228898152709007
427,71,0,p11419_20to160ms,11419,0.050672389566898346
428,71,0,p11419_20to160ms,11419,0.08002861589193344
429,71,0,p11419_20to160ms,11419,0.10286123305559158
430,71,0,p11419_20to160ms,11419,0.12732474505901337
431,71,0,p11419_20to160ms,11419,0.1583118736743927
432,72,0,p11419_20to160ms,11419,0.020228898152709007
433,72,0,p11419_20to160ms,11419,0.050672389566898346
434,72,0,p11419_20to160ms,11419,0.08002861589193344
435,72,0,p11419_20to160ms,11419,0.10286123305559158
436,72,0,p11419_20to160ms,11419,0.12732474505901337
437,72,0,p11419_20to160ms,11419,0.1583118736743927
438,73,0,p11419_20to160ms,11419,0.020228898152709007
439,73,0,p11419_20to160ms,11419,0.050672389566898346
440,73,0,p11419_20to160ms,11419,0.08002861589193344
441,73,0,p11419_20to160ms,11419,0.10286123305559158
442,73,0,p11419_20to160ms,11419,0.12732474505901337
443,73,0,p11419_20to160ms,11419,0.1583118736743927
444,74,0,p11419_20to160ms,11419,0.020228898152709007
445,74,0,p11419_20to160ms,11419,0.050672389566898346
446,74,0,p11419_20to160ms,11419,0.08002861589193344
447,74,0,p11419_20to160ms,11419,0.10286123305559158
448,74,0,p11419_20to160ms,11419,0.12732474505901337
449,74,0,p11419_20to160ms,11419,0.1583118736743927
450,75,0,p11419_20to160ms,11419,0.020228898152709007
451,75,0,p11419_20to160ms,11419,0.050672389566898346
452,75,0,p11419_20to160ms,11419,0.08002861589193344
453,75,0,p11419_20to160ms,11419,0.10286123305559158
454,75,0,p11419_20to160ms,11419,0.12732474505901337
455,75,0,p11419_20to160ms,11419,0.1583118736743927
456,76,0,p11419_20to160ms,11419,0.020228898152709007
457,76,0,p11419_20to160ms,11419,0.050672389566898346
458,76,0,p11419_20to160ms,11419,0.08002861589193344
459,76,0,p11419_20to160ms,11419,0.10286123305559158
460,76,0,p11419_20to160ms,11419,0.12732474505901337
461,76,0,p11419_20to160ms,11419,0.1583118736743927
462,77,0,p11419_20to160ms,11419,0.020228898152709007
463,77,0,p11419_20to160ms,11419,0.050672389566898346
464,77,0,p11419_20to160ms,11419,0.08002861589193344
465,77,0,p11419_20to160ms,11419,0.10286123305559158
466,77,0,p11419_20to160ms,11419,0.12732474505901337
467,77,0,p11419_20to160ms,11419,0.1583118736743927
468,78,0,p11419_20to160ms,11419,0.020228898152709007
469,78,0,p11419_20to160ms,11419,0.050672389566898346
470,78,0,p11419_20to160ms,11419,0.08002861589193344
471,78,0,p11419_20to160ms,11419,0.10286123305559158
472,78,0,p11419_20to160ms,11419,0.12732474505901337
473,78,0,p11419_20to160ms,11419,0.1583118736743927
474,79,0,p11419_20to160ms,11419,0.020228898152709007
475,79,0,p11419_20to160ms,11419,0.050672389566898346
476,79,0,p11419_20to160ms,11419,0.08002861589193344
477,79,0,p11419_20to160ms,11419,0.10286123305559158
478,79,0,p11419_20to160ms,11419,0.12732474505901337
479,79,0,p11419_20to160ms,11419,0.1583118736743927
480,80,0,p11419_20to160ms,11419,0.020228898152709007
481,80,0,p11419_20to160ms,11419,0.050672389566898346
482,80,0,p11419_20to160ms,11419,0.08002861589193344
483,80,0,p11419_20to160ms,11419,0.10286123305559158
484,80,0,p11419_20to160ms,11419,0.12732474505901337
485,80,0,p11419_20to160ms,11419,0.1583118736743927
486,81,0,p11419_20to160ms,11419,0.020228898152709007
487,81,0,p11419_20to160ms,11419,0.050672389566898346
488,81,0,p11419_20to160ms,11419,0.08002861589193344
489,81,0,p11419_20to160ms,11419,0.10286123305559158
490,81,0,p11419_20to160ms,11419,0.12732474505901337
491,81,0,p11419_20to160ms,11419,0.1583118736743927
492,82,0,p11419_20to160ms,11419,0.020228898152709007
493,82,0,p11419_20to160ms,11419,0.050672389566898346
494,82,0,p11419_20to160ms,11419,0.08002861589193344
495,82,0,p11419_20to160ms,11419,0.10286123305559158
496,82,0,p11419_20to160ms,11419,0.12732474505901337
