sample_index,trial_index,equilibrium_index,pulse,t_s,naive_rmse,vae_rmse,delta_naive_minus_vae
1.190000000000000000e+02,1.190000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,2.022889815270900726e-02,1.355580000000000000e+05,1.430982187500000000e+05,-7.540218750000000000e+03
1.200000000000000000e+02,1.200000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,2.154438906250000000e+05,1.194106953125000000e+05,9.603319531250000000e+04
1.210000000000000000e+02,1.210000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,3.110157325863838196e-02,1.788296562500000000e+05,3.197424687500000000e+05,-1.409128125000000000e+05
1.220000000000000000e+02,1.220000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,3.110157325863838196e-02,2.302166093750000000e+05,1.875007500000000000e+05,4.271585937500000000e+04
1.230000000000000000e+02,1.230000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,3.672959375000000000e+05,2.752575937500000000e+05,9.203834375000000000e+04
1.240000000000000000e+02,1.240000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,7.948497682809829712e-02,3.030385625000000000e+05,2.281771875000000000e+05,7.486137500000000000e+04
1.250000000000000000e+02,1.250000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,9.144492447376251221e-02,6.982700000000000000e+05,7.285927500000000000e+05,-3.032275000000000000e+04
1.260000000000000000e+02,1.260000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,1.583118736743927002e-01,2.372850000000000000e+05,1.827198125000000000e+05,5.456518750000000000e+04
1.270000000000000000e+02,1.270000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,1.208011433482170105e-01,2.052931093750000000e+05,1.943775156250000000e+05,1.091559375000000000e+04
1.280000000000000000e+02,1.280000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,3.110157325863838196e-02,4.457459062500000000e+05,5.509714375000000000e+05,-1.052255312500000000e+05
1.290000000000000000e+02,1.290000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,2.061917187500000000e+05,3.508059062500000000e+05,-1.446141875000000000e+05
1.300000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,1.208011433482170105e-01,3.064831562500000000e+05,4.759818125000000000e+05,-1.694986562500000000e+05
1.310000000000000000e+02,1.310000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,3.171352812500000000e+05,2.104806093750000000e+05,1.066546718750000000e+05
1.320000000000000000e+02,1.320000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,3.056549375000000000e+05,1.765769062500000000e+05,1.290780312500000000e+05
1.330000000000000000e+02,1.330000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,1.208011433482170105e-01,2.123032968750000000e+05,2.176767656250000000e+05,-5.373468750000000000e+03
1.340000000000000000e+02,1.340000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,7.948497682809829712e-02,2.258897812500000000e+05,3.826621250000000000e+05,-1.567723437500000000e+05
1.350000000000000000e+02,1.350000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,7.948497682809829712e-02,4.540437187500000000e+05,8.728693750000000000e+05,-4.188256562500000000e+05
1.360000000000000000e+02,1.360000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,1.208011433482170105e-01,2.970803750000000000e+05,3.611102187500000000e+05,-6.402984375000000000e+04
1.370000000000000000e+02,1.370000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,1.533619500696659088e-02,3.257598750000000000e+05,1.444550468750000000e+05,1.813048281250000000e+05
1.380000000000000000e+02,1.380000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,7.948497682809829712e-02,2.714900781250000000e+04,3.347800937500000000e+05,-3.076310859375000000e+05
1.390000000000000000e+02,1.390000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,1.583118736743927002e-01,1.484106718750000000e+05,2.469028906250000000e+05,-9.849221875000000000e+04
1.400000000000000000e+02,1.400000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,6.317596882581710815e-02,4.607477187500000000e+05,3.504879375000000000e+05,1.102597812500000000e+05
1.410000000000000000e+02,1.410000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,6.317596882581710815e-02,5.414839375000000000e+05,3.973473125000000000e+05,1.441366250000000000e+05
1.420000000000000000e+02,1.420000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,1.583118736743927002e-01,1.575435781250000000e+05,2.439818437500000000e+05,-8.643826562500000000e+04
