sample_index,trial_index,equilibrium_index,pulse,t_s,naive_rmse,vae_rmse,delta_naive_minus_vae
3.100000000000000000e+01,3.100000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,1.533619500696659088e-02,6.697971093750000000e+04,5.361696875000000000e+04,1.336274218750000000e+04
3.200000000000000000e+01,3.200000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,6.317596882581710815e-02,2.811598046875000000e+04,5.190676269531250000e+03,2.292530419921875000e+04
3.300000000000000000e+01,3.300000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,6.317596882581710815e-02,2.475079882812500000e+04,4.029026855468750000e+03,2.072177197265625000e+04
3.400000000000000000e+01,3.400000000000000000e+01,0.000000000000000000e+00,1.141900000000000000e+04,1.583118736743927002e-01,1.169460351562500000e+04,4.129569824218750000e+03,7.565033691406250000e+03
3.500000000000000000e+01,3.500000000000000000e+01,0.000000000000000000e+00,1.141900000000000000e+04,9.144492447376251221e-02,7.223313964843750000e+03,4.391208984375000000e+03,2.832104980468750000e+03
3.600000000000000000e+01,3.600000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,6.317596882581710815e-02,6.105143359375000000e+04,8.401207031250000000e+03,5.265022656250000000e+04
3.700000000000000000e+01,3.700000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,6.320255859375000000e+04,7.387695312500000000e+03,5.581486328125000000e+04
3.800000000000000000e+01,3.800000000000000000e+01,0.000000000000000000e+00,1.141900000000000000e+04,5.937052890658378601e-02,5.951273828125000000e+04,1.439565039062500000e+04,4.511708789062500000e+04
3.900000000000000000e+01,3.900000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,6.317596882581710815e-02,4.115212500000000000e+04,4.270515625000000000e+03,3.688160937500000000e+04
4.000000000000000000e+01,4.000000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,6.317596882581710815e-02,9.009707031250000000e+04,8.611813476562500000e+03,8.148525683593750000e+04
4.100000000000000000e+01,4.100000000000000000e+01,0.000000000000000000e+00,1.141900000000000000e+04,9.144492447376251221e-02,3.091317578125000000e+04,1.005044628906250000e+04,2.086272949218750000e+04
4.200000000000000000e+01,4.200000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,7.948497682809829712e-02,2.203857421875000000e+04,4.690765136718750000e+03,1.734780908203125000e+04
4.300000000000000000e+01,4.300000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,1.267324921875000000e+05,1.443125097656250000e+04,1.123012412109375000e+05
4.400000000000000000e+01,4.400000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,7.948497682809829712e-02,7.257725781250000000e+04,1.172607519531250000e+04,6.085118261718750000e+04
4.500000000000000000e+01,4.500000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,1.363062890625000000e+04,3.111525878906250000e+03,1.051910302734375000e+04
4.600000000000000000e+01,4.600000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,6.317596882581710815e-02,6.017143359375000000e+04,9.847578125000000000e+03,5.032385546875000000e+04
4.700000000000000000e+01,4.700000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,1.533619500696659088e-02,5.888419921875000000e+04,1.583701074218750000e+04,4.304718847656250000e+04
4.800000000000000000e+01,4.800000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,1.533619500696659088e-02,4.120148437500000000e+04,1.994258593750000000e+04,2.125889843750000000e+04
4.900000000000000000e+01,4.900000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,1.533619500696659088e-02,2.382847070312500000e+04,1.742190039062500000e+04,6.406570312500000000e+03
5.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,1.533619500696659088e-02,2.645839453125000000e+04,2.274562695312500000e+04,3.712767578125000000e+03
5.100000000000000000e+01,5.100000000000000000e+01,0.000000000000000000e+00,1.141900000000000000e+04,5.937052890658378601e-02,1.544930273437500000e+04,5.188539062500000000e+03,1.026076367187500000e+04
5.200000000000000000e+01,5.200000000000000000e+01,0.000000000000000000e+00,1.141900000000000000e+04,1.583118736743927002e-01,1.036458984375000000e+04,3.343792968750000000e+03,7.020796875000000000e+03
5.300000000000000000e+01,5.300000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,1.844944726562500000e+04,3.640320068359375000e+03,1.480912719726562500e+04
5.400000000000000000e+01,5.400000000000000000e+01,0.000000000000000000e+00,1.141900000000000000e+04,1.208011433482170105e-01,3.054058789062500000e+04,7.550112792968750000e+03,2.299047509765625000e+04
5.500000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,3.110157325863838196e-02,1.323160625000000000e+05,2.001171679687500000e+04,1.123043457031250000e+05
5.600000000000000000e+01,5.600000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,6.317596882581710815e-02,4.036146484375000000e+04,1.064690722656250000e+04,2.971455761718750000e+04
5.700000000000000000e+01,5.700000000000000000e+01,0.000000000000000000e+00,1.141900000000000000e+04,1.583118736743927002e-01,1.275672851562500000e+04,3.671220703125000000e+03,9.085507812500000000e+03
5.800000000000000000e+01,5.800000000000000000e+01,0.000000000000000000e+00,1.141900000000000000e+04,9.144492447376251221e-02,1.192437187500000000e+05,2.929177929687500000e+04,8.995193945312500000e+04
5.900000000000000000e+01,5.900000000000000000e+01,0.000000000000000000e+00,1.141900000000000000e+04,2.022889815270900726e-02,8.081215625000000000e+04,4.234061328125000000e+04,3.847154296875000000e+04
6.000000000000000000e+01,6.000000000000000000e+01,0.000000000000000000e+00,1.141900000000000000e+04,1.583118736743927002e-01,1.160864453125000000e+05,1.629232324218750000e+04,9.979412207031250000e+04
6.100000000000000000e+01,6.100000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,7.997535937500000000e+04,1.526014453125000000e+04,6.471521484375000000e+04
6.200000000000000000e+01,6.200000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,1.533619500696659088e-02,1.220653222656250000e+04,1.660753125000000000e+04,-4.400999023437500000e+03
6.300000000000000000e+01,6.300000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,5.510298828125000000e+04,6.699976562500000000e+03,4.840301171875000000e+04
6.400000000000000000e+01,6.400000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,6.872508593750000000e+04,1.143022753906250000e+04,5.729485839843750000e+04
6.500000000000000000e+01,6.500000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,6.317596882581710815e-02,7.125472656250000000e+04,4.451106445312500000e+03,6.680362011718750000e+04
6.600000000000000000e+01,6.600000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,1.533619500696659088e-02,1.117110253906250000e+04,1.950805468750000000e+04,-8.336952148437500000e+03
6.700000000000000000e+01,6.700000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,3.653490625000000000e+04,7.325891113281250000e+03,2.920901513671875000e+04
6.800000000000000000e+01,6.800000000000000000e+01,0.000000000000000000e+00,1.141900000000000000e+04,9.144492447376251221e-02,1.093817656250000000e+05,1.925209765625000000e+04,9.012966796875000000e+04
6.900000000000000000e+01,6.900000000000000000e+01,0.000000000000000000e+00,1.141900000000000000e+04,5.937052890658378601e-02,2.368815039062500000e+04,5.445583496093750000e+03,1.824256689453125000e+04
7.000000000000000000e+01,7.000000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,1.533619500696659088e-02,9.139213867187500000e+03,8.931486328125000000e+03,2.077275390625000000e+02
7.100000000000000000e+01,7.100000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,6.317596882581710815e-02,5.358977734375000000e+04,5.677989257812500000e+03,4.791178808593750000e+04
7.200000000000000000e+01,7.200000000000000000e+01,0.000000000000000000e+00,1.141900000000000000e+04,9.144492447376251221e-02,3.287579296875000000e+04,1.499473144531250000e+04,1.788106152343750000e+04
7.300000000000000000e+01,7.300000000000000000e+01,0.000000000000000000e+00,1.141900000000000000e+04,1.583118736743927002e-01,3.019587500000000000e+04,9.200559570312500000e+03,2.099531542968750000e+04
7.400000000000000000e+01,7.400000000000000000e+01,0.000000000000000000e+00,1.141900000000000000e+04,9.144492447376251221e-02,9.616524218750000000e+04,2.005968554687500000e+04,7.610555664062500000e+04
7.500000000000000000e+01,7.500000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,3.110157325863838196e-02,9.139006835937500000e+03,4.085035888671875000e+03,5.053970947265625000e+03
7.600000000000000000e+01,7.600000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,7.700414843750000000e+04,1.213057031250000000e+04,6.487357812500000000e+04
7.700000000000000000e+01,7.700000000000000000e+01,0.000000000000000000e+00,1.141900000000000000e+04,2.022889815270900726e-02,1.879018750000000000e+04,3.273989257812500000e+03,1.551619824218750000e+04
7.800000000000000000e+01,7.800000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,4.054177734375000000e+04,8.056412109375000000e+03,3.248536523437500000e+04
7.900000000000000000e+01,7.900000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,5.809421093750000000e+04,1.221958593750000000e+04,4.587462500000000000e+04
8.000000000000000000e+01,8.000000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,1.533619500696659088e-02,2.201199414062500000e+04,1.204332031250000000e+04,9.968673828125000000e+03
8.100000000000000000e+01,8.100000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,6.320255859375000000e+04,7.063102539062500000e+03,5.613945605468750000e+04
8.200000000000000000e+01,8.200000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,1.533619500696659088e-02,9.581800781250000000e+04,2.857565820312500000e+04,6.724234960937500000e+04
8.300000000000000000e+01,8.300000000000000000e+01,0.000000000000000000e+00,1.141900000000000000e+04,2.022889815270900726e-02,1.277170898437500000e+04,1.100291894531250000e+04,1.768790039062500000e+03
8.400000000000000000e+01,8.400000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,6.317596882581710815e-02,2.320550195312500000e+04,3.785703125000000000e+03,1.941979882812500000e+04
8.500000000000000000e+01,8.500000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,1.270932617187500000e+04,3.618012939453125000e+03,9.091313232421875000e+03
8.600000000000000000e+01,8.600000000000000000e+01,0.000000000000000000e+00,1.141900000000000000e+04,9.144492447376251221e-02,9.095866210937500000e+03,4.579283203125000000e+03,4.516583007812500000e+03
8.700000000000000000e+01,8.700000000000000000e+01,0.000000000000000000e+00,1.141900000000000000e+04,5.937052890658378601e-02,2.682730078125000000e+04,7.888235839843750000e+03,1.893906494140625000e+04
8.800000000000000000e+01,8.800000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,6.317596882581710815e-02,1.985795117187500000e+04,5.789979492187500000e+03,1.406797167968750000e+04
8.900000000000000000e+01,8.900000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,7.948497682809829712e-02,6.543757812500000000e+04,6.507099609375000000e+03,5.893047851562500000e+04
9.000000000000000000e+01,9.000000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,3.110157325863838196e-02,2.817899414062500000e+04,9.833326171875000000e+03,1.834566796875000000e+04
9.100000000000000000e+01,9.100000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,7.948497682809829712e-02,2.516014648437500000e+04,4.709077636718750000e+03,2.045106884765625000e+04
9.200000000000000000e+01,9.200000000000000000e+01,0.000000000000000000e+00,1.141900000000000000e+04,2.022889815270900726e-02,5.921232421875000000e+04,3.283456250000000000e+04,2.637776171875000000e+04
9.300000000000000000e+01,9.300000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,9.803418945312500000e+03,3.328851074218750000e+03,6.474567871093750000e+03
9.400000000000000000e+01,9.400000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,7.948497682809829712e-02,3.082482421875000000e+04,7.329638183593750000e+03,2.349518603515625000e+04
9.500000000000000000e+01,9.500000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,7.948497682809829712e-02,5.975923046875000000e+04,8.589396484375000000e+03,5.116983398437500000e+04
9.600000000000000000e+01,9.600000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,3.110157325863838196e-02,3.274134570312500000e+04,1.045677539062500000e+04,2.228457031250000000e+04
9.700000000000000000e+01,9.700000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,3.110157325863838196e-02,1.269411816406250000e+04,1.410890136718750000e+04,-1.414783203125000000e+03
9.800000000000000000e+01,9.800000000000000000e+01,1.000000000000000000e+00,1.460600000000000000e+04,6.317596882581710815e-02,6.105143359375000000e+04,7.666642578125000000e+03,5.338479101562500000e+04
9.900000000000000000e+01,9.900000000000000000e+01,0.000000000000000000e+00,1.141900000000000000e+04,9.144492447376251221e-02,8.477790039062500000e+03,6.136447265625000000e+03,2.341342773437500000e+03
1.000000000000000000e+02,1.000000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,9.144492447376251221e-02,1.450159765625000000e+04,7.882859863281250000e+03,6.618737792968750000e+03
1.010000000000000000e+02,1.010000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,3.110157325863838196e-02,1.377899218750000000e+05,5.063921484375000000e+04,8.715070703125000000e+04
1.020000000000000000e+02,1.020000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,9.144492447376251221e-02,6.967824707031250000e+03,3.845354980468750000e+03,3.122469726562500000e+03
1.030000000000000000e+02,1.030000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,9.144492447376251221e-02,1.507192382812500000e+04,7.706104980468750000e+03,7.365818847656250000e+03
1.040000000000000000e+02,1.040000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,6.317596882581710815e-02,3.719047265625000000e+04,5.687697753906250000e+03,3.150277490234375000e+04
1.050000000000000000e+02,1.050000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,5.937052890658378601e-02,3.079803125000000000e+04,1.149389941406250000e+04,1.930413183593750000e+04
1.060000000000000000e+02,1.060000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,5.937052890658378601e-02,3.500445703125000000e+04,6.283296875000000000e+03,2.872116015625000000e+04
1.070000000000000000e+02,1.070000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,3.110157325863838196e-02,2.193183203125000000e+04,6.390056152343750000e+03,1.554177587890625000e+04
1.080000000000000000e+02,1.080000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,1.533619500696659088e-02,6.961821093750000000e+04,3.918584375000000000e+04,3.043236718750000000e+04
1.090000000000000000e+02,1.090000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,1.098065312500000000e+05,1.489853613281250000e+04,9.490799511718750000e+04
1.100000000000000000e+02,1.100000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,9.144492447376251221e-02,4.138547656250000000e+04,1.409544238281250000e+04,2.729003417968750000e+04
1.110000000000000000e+02,1.110000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,2.022889815270900726e-02,3.134114648437500000e+04,2.232428906250000000e+04,9.016857421875000000e+03
1.120000000000000000e+02,1.120000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,6.317596882581710815e-02,7.048355468750000000e+04,7.880770996093750000e+03,6.260278369140625000e+04
1.130000000000000000e+02,1.130000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,9.144492447376251221e-02,3.672812500000000000e+04,9.265761718750000000e+03,2.746236328125000000e+04
1.140000000000000000e+02,1.140000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,1.208011433482170105e-01,1.704885546875000000e+04,8.169170898437500000e+03,8.879684570312500000e+03
1.150000000000000000e+02,1.150000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,6.317596882581710815e-02,3.814708203125000000e+04,2.823097167968750000e+03,3.532398486328125000e+04
1.160000000000000000e+02,1.160000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,9.144492447376251221e-02,2.681028515625000000e+04,7.698827636718750000e+03,1.911145751953125000e+04
1.170000000000000000e+02,1.170000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,7.948497682809829712e-02,1.260882890625000000e+05,2.057263281250000000e+04,1.055156562500000000e+05
1.180000000000000000e+02,1.180000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,7.948497682809829712e-02,5.273481640625000000e+04,1.154997656250000000e+04,4.118483984375000000e+04
1.190000000000000000e+02,1.190000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,1.583118736743927002e-01,4.903441015625000000e+04,9.649393554687500000e+03,3.938501660156250000e+04
1.200000000000000000e+02,1.200000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,7.948497682809829712e-02,1.735977500000000000e+05,1.367144335937500000e+04,1.599263066406250000e+05
1.210000000000000000e+02,1.210000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,5.665632812500000000e+04,5.888009277343750000e+03,5.076831884765625000e+04
1.220000000000000000e+02,1.220000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,8.786429687500000000e+04,9.397361328125000000e+03,7.846693554687500000e+04
1.230000000000000000e+02,1.230000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,7.792252343750000000e+04,1.272373925781250000e+04,6.519878417968750000e+04
1.240000000000000000e+02,1.240000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,1.708484375000000000e+04,3.467545166015625000e+03,1.361729858398437500e+04
1.250000000000000000e+02,1.250000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,2.022889815270900726e-02,9.323484375000000000e+03,3.374275878906250000e+03,5.949208496093750000e+03
1.260000000000000000e+02,1.260000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,2.022889815270900726e-02,2.115198632812500000e+04,1.325395800781250000e+04,7.898028320312500000e+03
1.270000000000000000e+02,1.270000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,1.583118736743927002e-01,4.066301562500000000e+04,1.119038671875000000e+04,2.947262890625000000e+04
1.280000000000000000e+02,1.280000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,3.110157325863838196e-02,3.034020117187500000e+04,8.887739257812500000e+03,2.145246191406250000e+04
1.290000000000000000e+02,1.290000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,2.777177539062500000e+04,5.293551269531250000e+03,2.247822412109375000e+04
1.300000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,9.144492447376251221e-02,1.093817656250000000e+05,1.943961914062500000e+04,8.994214648437500000e+04
1.310000000000000000e+02,1.310000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,1.533619500696659088e-02,1.269544140625000000e+04,6.402845703125000000e+03,6.292595703125000000e+03
1.320000000000000000e+02,1.320000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,3.699428515625000000e+04,6.317032714843750000e+03,3.067725244140625000e+04
1.330000000000000000e+02,1.330000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,5.937052890658378601e-02,3.919512109375000000e+04,1.504333886718750000e+04,2.415178222656250000e+04
1.340000000000000000e+02,1.340000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,1.642491406250000000e+05,2.649066406250000000e+04,1.377584765625000000e+05
1.350000000000000000e+02,1.350000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,6.317596882581710815e-02,1.750667578125000000e+04,3.884459716796875000e+03,1.362221606445312500e+04
1.360000000000000000e+02,1.360000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,1.208011433482170105e-01,1.100142871093750000e+04,5.833120117187500000e+03,5.168308593750000000e+03
1.370000000000000000e+02,1.370000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,1.533619500696659088e-02,1.105010156250000000e+04,5.874060546875000000e+03,5.176041015625000000e+03
1.380000000000000000e+02,1.380000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,3.110157325863838196e-02,1.769680859375000000e+04,5.716720703125000000e+03,1.198008789062500000e+04
1.390000000000000000e+02,1.390000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,9.144492447376251221e-02,1.525811425781250000e+04,6.084823242187500000e+03,9.173291015625000000e+03
1.400000000000000000e+02,1.400000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,5.937052890658378601e-02,8.203409179687500000e+03,3.818823974609375000e+03,4.384585205078125000e+03
1.410000000000000000e+02,1.410000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,6.317596882581710815e-02,9.854620312500000000e+04,6.255792968750000000e+03,9.229041015625000000e+04
1.420000000000000000e+02,1.420000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,5.937052890658378601e-02,7.747556152343750000e+03,3.916898193359375000e+03,3.830657958984375000e+03
1.430000000000000000e+02,1.430000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,9.144492447376251221e-02,1.151116894531250000e+04,5.374208984375000000e+03,6.136959960937500000e+03
